Taxon,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Clostridium_aminobutyricum,0.54139835,-0.98618674,-0.41031846,-0.5492746,-0.6010421,0.19755831,-0.07832575,-0.15915999,0.8286929,-0.20817918,0.58982766,-1.2378173,0.21271534,0.20059088,0.42013153,1.6772904,-0.56458205,-0.6131312,-0.24701956,-0.5518851,0.26408577,-0.16258103,0.12627968,0.8410711,-0.555824,0.8153954,-0.34325764,0.17537242,0.16179822,0.12877859,-0.4929149,0.16008827,-0.3999781,-0.59463334,0.1727837,-0.23495552,-0.31297478,0.10882938,0.2603741,-0.5245845,0.7826706,0.5673975,0.08937675,-0.7534549,0.8341776,-0.14157204,-0.045911554,0.5374972,-0.15840493,0.030350626,0.72752106,0.06381065,0.17282306,0.21280603,0.61210597,1.4577364,-0.8091683,0.08006476,-0.6476192,0.39838278,0.7432256,0.35117164,0.25394312,-0.03630635,0.036333084,0.41459388,-0.36864495,-0.42747632,0.3519601,-0.4503041,0.049553096,-0.57922125,0.5159829,-0.69876254,0.21480483,0.14756575,0.5211669,0.21894091,-0.651934,-0.3535537,-0.68393457,-0.5205483,-0.18895197,0.6897409,-0.78362364,-0.5602825,1.1417956,0.3960378,-0.42647123,0.3511197,-0.51557195,0.36860472,-1.3754649,0.18943502,-0.5419426,0.64131266,-0.07145849,0.28747696,-0.0636372,-0.8620565
Clostridium_asparagiforme,0.38012606,0.51988643,-0.44696447,-0.2871855,0.33463693,-0.14324342,0.20249055,-0.22154394,-0.49247095,0.17975987,-0.82917,-0.16854203,-0.06324497,-0.22997934,0.14621186,0.019607443,0.17699082,-0.70761293,-0.09278687,-0.776342,0.1677293,0.2175764,0.21500911,0.42049164,0.22519952,0.20955819,0.6848731,0.19326085,0.016894955,0.40686148,0.27745974,0.39436764,-0.47317493,-0.35157156,0.08352258,0.8855491,0.19766751,0.12519622,-0.5429385,-0.43852538,0.12530679,-0.04768467,-0.500191,0.40768483,0.35051084,0.3951814,-0.85379934,-0.40851557,0.43416926,0.26082888,-0.1057567,-0.017123416,0.19923137,0.15897629,0.0018526018,-0.25097755,0.18242839,-0.06935698,-0.023182359,-0.14389098,-0.23844953,-0.16375083,-0.05544363,0.26550183,-0.69109666,-0.30637404,0.42293748,-0.6191098,-0.29440635,-0.124172054,0.23202282,0.19092432,-0.08355829,-0.28479472,-0.1918799,0.68044937,0.37140363,0.4068666,-0.40321618,-0.3020599,0.07377427,-0.18897095,0.416484,0.016116232,0.6380687,-0.38944483,0.08806521,0.045318928,-0.5773878,0.24891174,-0.3269094,-0.2201125,-0.23885332,0.4658541,-0.13281119,0.3703516,-0.5611688,-0.0037597679,-0.73450065,-0.2488985
Clostridium_bartlettii,-0.39663798,-0.11364003,0.6088163,0.020348284,-0.35412773,0.13559818,-0.12951098,-0.06167032,0.22261761,-0.22780752,-0.25230986,-0.28152743,-0.013773468,0.14255267,0.08168304,0.065078035,-0.015222058,-0.09511414,0.022356562,0.20419274,0.14094895,-0.049346976,0.22204834,0.13670659,0.13135369,0.090858445,-0.14744648,-0.49785978,0.11234656,-0.042215403,-0.036303032,-0.2523133,-0.011429071,-0.03671599,-0.10493711,0.102975905,-0.052296117,-0.17102878,-0.19715035,-0.03705424,0.13701963,0.31518447,0.11870822,0.15857019,-0.29054597,0.072766125,0.1628278,0.21891212,-0.16915433,-0.28963393,0.22891474,-0.14951366,-0.625301,0.023174547,0.22607666,0.091099,-0.25144082,0.027258398,0.12205222,0.21673122,-0.13911918,0.19109902,-0.22491394,-0.4068752,0.13660344,-0.02074916,0.04938639,0.053044066,-0.1871607,0.08692531,-0.045889102,-0.049444377,-0.0054260064,0.11599178,0.05436812,-0.12995851,0.082640305,-0.319213,0.12748761,0.094194785,-0.15122293,-0.25586277,-0.20148993,0.17345601,-0.048567355,0.09803312,0.026527887,-0.06784811,-0.31211174,0.16096598,-0.06998888,-0.09255547,-0.10836093,0.001383692,-0.22991365,0.060878646,-0.17615038,0.08911119,-0.15186425,-0.11090328
Clostridium_bifermentans,0.3307967,0.35340932,-0.49032113,-0.5247712,-0.79548347,0.33121842,0.23538762,0.004312545,-0.10974729,0.1755936,1.0348833,0.5579162,0.95085853,0.24363567,-1.0222853,0.53797185,-0.35974544,-0.36462542,-0.6917397,0.30957878,-0.010115117,0.5152671,0.617695,-0.8791479,0.51005846,0.14616829,0.63065773,-0.16968194,-0.6628945,-0.4309612,-1.3653171,-0.30696154,-0.28556338,-0.75324005,0.26730067,-0.1841026,-0.10704979,0.39792773,0.008779883,-0.14183648,0.06508374,0.8537235,-0.30167457,-0.17722759,0.17055789,0.09551862,-1.1344825,-0.6057732,-0.38100487,-1.2151921,-0.8221957,0.34046978,-0.4167975,-0.122277774,-0.5053725,-0.5265378,-0.6432342,-0.49990016,0.35763812,0.8579259,0.38362443,0.16538864,-0.3888268,-0.20580909,0.4404883,0.35304868,-0.11168666,-0.16274858,0.5888311,0.38629684,-0.8129165,0.98192275,0.035140514,0.8336774,-0.56957436,-0.53762984,0.39927873,0.19336185,-0.19979607,0.2336776,0.2359974,-0.08883543,-0.5011042,0.18138278,0.36216438,0.3972204,0.1568816,0.64706576,0.10151118,1.0975478,0.45228374,0.19273667,0.35596132,0.7352813,0.76948124,0.057424918,0.9193417,0.43050092,0.048992403,-0.14651142
Clostridium_bolteae,-0.19571988,0.52911425,0.049111888,-0.26164445,0.03598785,0.51924765,-0.0044577057,0.17643923,-0.4288292,-0.19336046,-0.31103197,-0.28207576,-0.040847063,0.19697388,0.57203895,0.23133963,0.03560348,-0.5622879,0.25423384,-0.23210539,0.15676603,0.39298552,0.25417137,1.2726456,0.5561477,0.22849827,-0.014327075,0.78445417,-0.44838727,0.030320905,0.14257157,-0.04920894,0.17481548,-0.7391639,0.038698405,0.56696343,0.010744721,0.49354732,-0.055553883,-0.049657613,-0.38998276,-0.08394642,0.0061789453,0.05418545,-0.24458483,0.34725,-0.24080938,0.27366817,-0.054034784,-0.08456173,-0.09874563,-0.25878936,0.058982298,0.20987533,-0.21465208,-0.16971262,0.5304006,-0.11917618,0.0039889514,0.19333726,0.17100188,-0.2716034,0.0752309,-0.5913428,-0.5155891,-0.54629743,0.3244809,0.01973997,-0.2771728,0.19301246,0.45979166,0.77759385,0.20276517,-0.6515436,0.19969931,-0.010671839,0.44149274,-0.6379236,-0.03325594,-0.08015365,0.35779828,0.34314612,0.1935415,0.10011352,0.39126453,0.1340743,0.6316966,0.20939888,0.1583424,0.19118907,0.16511433,-0.62888074,-0.2621021,0.11623801,0.16202274,-0.23304453,-0.36990345,0.1295387,0.35632455,-0.24579167
Clostridium_bolteae_CAG_59,-0.60228837,-0.8366395,-0.084272444,0.20208812,0.083683565,1.5009769,0.23168473,1.0396394,0.3742977,0.1969884,0.64267814,-0.4143021,0.5553596,-0.29193282,0.61259043,-0.8973348,0.4084619,-0.019677058,-0.15628685,-0.56507236,-0.64426947,0.7411083,-0.062225647,0.91576385,0.30150527,0.49830407,0.983898,0.6351318,-0.51208663,-0.9792243,0.02886507,0.3340964,0.2036775,-1.1388237,-0.66703045,0.11664837,-0.3760398,0.2355815,-0.7039118,0.08690776,-0.09503558,-0.40831137,-0.055757105,-0.40968302,0.5633437,0.7902665,0.7457431,-0.11766659,-0.6121867,-0.36224285,0.6337573,1.1790313,-0.39963767,-0.293056,-0.33259776,-0.5696515,-0.24941945,0.39097726,-0.92021215,1.0997257,0.2287852,-0.024516523,-0.5267699,-0.13000305,0.0835753,-0.3383305,0.7101193,0.1784972,0.004200995,-0.33952388,-0.11906736,0.11253961,0.85919213,-0.36772737,-0.7895291,1.2230732,0.12726048,0.5665418,0.9579863,0.50590754,0.27429664,0.026313633,0.3351668,-0.57805014,-0.72281253,-0.49630088,0.10549408,-0.86466515,0.17082994,0.90458614,-0.011285856,-0.74744225,0.32816193,0.36225474,0.6025001,-0.3259529,-0.7560726,-0.410823,-0.5689909,-0.33448246
Clostridium_butyricum,0.11450863,-0.59924096,0.32938626,0.28016302,0.18519944,1.438909,-0.33499038,0.3166086,0.62100613,-0.947454,0.15824237,0.68362993,-1.0915072,1.0687926,0.7813705,0.4720013,0.3368909,-0.24398658,-0.49380735,0.106677845,0.0671373,-1.09782,0.5139473,0.119566076,0.9900039,0.14167538,0.062019438,-0.12542738,0.60895693,0.30106217,-0.3394761,0.6315862,-0.7586317,0.32929242,-0.48898518,-0.89070773,0.27877915,0.89536446,0.041707933,-0.39821637,-0.32804552,-0.38577247,-0.68845195,0.62870324,-0.047725007,-0.2522487,-0.25505295,-0.040614247,0.13417785,0.08295983,0.108620316,-0.26005685,-0.55897576,-0.56650424,0.3134939,-0.045710027,0.15846589,-0.051978968,0.31160766,-0.0761092,0.67036647,-0.55820304,-0.18944025,0.30537462,0.12961975,0.09101024,-0.13594675,-0.39592275,-0.8505084,-0.26902628,-0.44457316,0.2920896,0.48789215,-0.22380269,0.20196062,-0.28047746,0.426624,0.7261196,0.80358434,-0.1351653,-0.24250221,-0.12675048,0.92744374,0.25086203,0.034498,-1.4214565,-1.951089,-0.13338539,0.12255597,0.65444756,-0.06633363,0.1345164,0.20555979,0.00529512,0.9593172,-1.0102475,-0.50038344,0.12071273,0.63637364,-0.24356765
Clostridium_cellulolyticum,0.43881494,-0.48937663,0.8881415,-0.1519678,-1.1038574,-0.7534677,0.14846094,0.15042597,0.34249914,0.26975557,-0.4458168,0.6336795,-0.5807373,-0.058096737,-0.8704476,1.0316739,0.46408826,0.5774862,-0.50533867,0.16046968,-0.4395203,-0.2932064,-0.6159599,-0.26052395,-0.77004385,0.47532827,-0.015159883,-0.46409297,-0.42284104,-0.7967459,0.54655373,-0.04018435,-0.01733705,0.45601076,1.0242598,-0.92114705,-0.18955238,0.3364063,0.2806388,-0.07498904,-0.5081644,0.22785167,-0.9251392,-0.26900342,0.5735542,-1.0537225,-0.76823735,0.13306412,-0.44358838,-0.0056378245,-0.35174686,-0.03735988,0.5438864,-0.8627769,-0.0044153184,-0.48980105,-0.3362093,0.37305582,-0.74491304,-1.1225774,0.6819756,-0.36317116,0.25378066,-0.22133327,-0.017129004,0.8270695,-0.8510417,0.8945136,0.4902043,-0.02168116,-0.45217854,-0.50482124,-0.1123446,-0.8487896,0.27851534,0.8652239,-0.08960998,0.30606133,0.34979674,-0.82540935,-0.35264045,-0.09943377,-0.17560735,-0.19724841,-0.5916467,-0.7942311,-0.18699527,-0.19695108,-0.44343355,0.08425202,0.026383251,0.45243427,0.21576118,0.40305746,-0.44341514,0.04895553,-0.78390014,-0.08225218,0.34479788,-0.2952448
Clostridium_cellulosi,-1.1961039,0.05718708,0.31760216,-0.29246527,-0.23846132,0.010564305,-0.2845715,-1.1507149,0.23793386,1.023085,-0.894728,-0.6293933,0.023496464,-0.16091406,0.117223054,-0.51771265,0.6523894,0.34835908,-0.7889407,-0.1738432,0.1820626,0.547684,0.12704241,1.0130317,-0.73322046,0.52914125,0.6501378,0.90040416,-0.38442314,-0.2932723,0.56153214,-0.056006856,0.51984644,-0.25043535,0.2226144,0.62656283,0.45921192,-1.0561875,0.9478958,-0.8224274,0.15996623,-0.42017335,-0.35097736,-1.1952597,-0.24522729,-0.26204282,-0.07129392,-0.3633362,0.5587349,0.49933264,0.13330959,0.7771547,0.8655431,0.041134834,-0.8565866,0.063262016,0.104307294,0.5353579,-0.33449647,-0.04843214,-0.16978423,-0.4579912,-0.62260914,-0.33645386,0.5770792,0.6193683,-0.12530705,0.635253,-0.8003593,-0.22650392,0.33463824,0.840014,-0.15095317,0.5676378,-1.407286,0.71138585,-1.369448,-0.94772506,-0.26263878,-0.34376633,-0.2136132,-0.037819415,-0.06414065,1.002355,-1.055335,0.15247127,-0.2438982,0.31144676,-0.5538498,1.0914065,-1.3734732,-0.47286904,0.3973748,0.2503844,0.11546424,-0.32013056,0.2652624,0.19718122,0.62552094,-0.999955
Clostridium_citroniae,0.031344276,-0.0920552,0.4029454,0.022735499,0.06330879,0.0128971115,0.007590195,-0.16187064,0.017336722,-0.16499637,-0.10080175,-0.5738582,-0.120146155,-0.40624222,-0.16381776,0.06385206,0.30342603,-0.38166404,-0.07403783,-0.010039702,0.1107063,0.105232514,-0.069030315,0.37656796,0.12950398,0.29549414,0.2809692,0.5966487,-0.36226302,0.23683484,-0.10116345,0.27619544,0.16308093,-0.00021282397,0.15221274,0.45419675,-0.025843142,-0.07202871,0.06605859,0.031157386,0.31603557,0.109942205,-0.2440921,0.42102242,-0.028287588,-0.26373664,0.1147253,-0.4058024,0.05540867,0.18400194,-0.1874393,0.06405384,-0.10049759,-0.23928544,0.05475583,-0.47711927,0.1313833,-0.22675657,-0.30962563,0.43847895,-0.13651782,0.046452608,0.19655855,0.13932396,-0.7051731,-0.09627096,0.4792415,0.23187873,-0.12082742,-0.29601398,-0.12442642,0.35997498,0.2683792,-0.15859972,-0.12111989,0.04989983,0.41226578,0.21437854,-0.09837043,-0.05785974,-0.14990783,-0.01066345,-0.20153525,0.05446568,0.46822977,0.238612,-0.27101716,-0.12953693,0.2258917,-0.37764984,-0.10655563,-0.4389884,-0.31784123,0.25297457,-0.029360857,-0.2888887,-0.07019515,-0.042173572,-0.10184411,0.73048943
Clostridium_clostridioforme,0.10495678,-0.07553355,0.10918349,0.24948849,-0.08653348,0.17207086,-0.120847076,0.1613219,-0.24253884,-0.33244205,-0.5839894,0.08014892,-0.14049529,0.014270589,-0.3232373,0.03604929,-0.09612794,0.018753309,0.23559865,0.1964255,0.22568491,0.07745375,-0.34076357,0.44479996,-0.21863997,0.2901291,0.034367368,0.45143634,-0.057958286,-0.2636888,0.036090672,0.07417213,-0.05836709,-0.27379215,-0.028502181,0.21844354,-0.29526433,-0.060903713,0.41462773,-0.26762527,0.22356154,-0.048649162,-0.06372938,-0.16351622,0.07474977,-0.008380199,-0.032097302,0.3552386,-0.0054039992,0.10293314,-0.076821625,0.21054727,-0.059311368,-0.3170086,-0.32855517,0.06632629,-0.041623205,0.16934481,0.35231978,0.057726003,-0.19010213,0.10319309,0.077251345,0.2054075,-0.3463579,-0.55038077,0.13154662,0.06340003,-0.43142754,-0.33732545,-0.12610498,0.40186772,0.3157074,0.129417,-0.13203669,-0.05841897,0.15057144,0.106073305,0.44251555,0.16845852,-0.05544643,-0.1858755,-0.4717158,0.30666268,-0.035504997,0.33035085,-0.1441114,-0.25677827,0.018921763,-0.2738524,-0.1662023,-0.5218615,-0.26267743,0.18907955,-0.19117162,0.10808624,-0.031450134,-0.28694415,-0.05428167,0.553381
Clostridium_cocleatum,0.44730645,-0.47100195,0.57542795,0.407802,-0.669546,0.829022,0.095746666,0.52876186,0.2958919,-0.009857338,-0.76893675,-0.04626988,0.9179859,0.05837491,1.1055951,0.18509728,0.81185687,0.48014417,-0.032922454,-0.19417839,0.424721,-0.13489345,-0.17588459,-0.09110191,-1.2059028,1.1591353,-0.46319014,0.37465447,0.6794297,0.6178771,-0.7026715,-1.2126578,-0.44337362,-0.90133417,0.084230214,0.14089042,0.07710129,0.36644617,-0.48111767,-0.9319235,-0.16449682,0.76010245,-0.9572503,-0.031329393,-0.3091219,0.2443105,0.051751703,-0.4957167,0.5740995,-0.27738935,-0.075201154,0.43367624,-0.28031364,-0.4834603,-0.49702388,-0.45175272,0.19224733,-0.051807545,1.1753147,-0.6185758,0.028468758,0.285743,-0.3907736,0.21270043,-0.4771517,0.03414322,-1.8091779,1.2883844,-1.210848,-0.48914248,-0.5309487,-0.5887239,-0.397941,-0.11720089,0.18714789,-0.03582178,0.8629157,0.75293046,0.32667592,-0.46758014,-0.17435724,-0.30312794,0.12000157,-0.6309043,-0.005568087,0.44144604,-0.100976825,-0.51368856,-0.26764673,-0.37162763,0.022544622,0.7141405,0.32336092,-0.90536624,-0.24729201,0.97121,0.41963747,-1.8301575,0.17645751,-0.824026
Clostridium_colinum,-0.8595437,-0.47839725,-0.86769044,0.5231686,-0.6889247,-0.1279317,-0.7336583,-0.18559375,-0.21757546,0.57482284,-0.9012649,-0.2869235,-1.1732421,0.16585115,0.7390833,0.25014296,1.1765525,-0.6702225,1.6859419,0.8289633,-0.45824173,-0.10204735,-0.5587763,0.06107109,0.7537,-0.8287857,1.5388441,0.51818264,-0.21102786,0.12971279,0.8161537,0.60145265,-0.27259392,-0.8090906,-1.235004,0.40699163,0.26256463,-1.0227413,0.43748957,0.20833871,-0.17923057,0.700813,0.36942464,-0.2338466,0.41216958,-1.0369473,-0.51441497,0.56863153,-1.1845887,-0.5948611,-0.25921965,-1.244089,-0.7002497,0.941019,-0.4312986,0.6497346,0.027805388,-0.6872085,0.2797723,-0.103783876,-0.043477915,0.9539579,-0.5060303,0.5694496,0.7198715,-0.65743625,-0.94160163,0.23323065,0.18233544,-0.10736961,-0.020479769,-0.82873666,-0.19251144,0.5326123,0.7903482,0.811463,-0.053984605,0.54158986,0.22692963,-0.2366902,0.28233933,0.49857956,0.31048363,-0.89003694,-0.51471496,-0.26246393,0.083579876,0.1385333,-0.3892601,-0.12489949,0.24202341,0.026619881,0.26736313,-1.4621413,1.0645256,0.89154845,0.44712818,-0.5129569,0.7778826,-0.11366041
Clostridium_disporicum,-0.51660246,-0.04494135,0.24066238,0.22399646,0.13693099,0.30922326,-0.41122076,0.022100136,-0.4708292,-0.3623439,0.4404497,0.0872002,0.062217347,0.24116081,-0.40576872,-0.17711116,-0.22183645,-0.28862712,0.26548693,0.019586034,-0.1670165,0.09236829,0.3243408,-0.39270574,0.29310822,-0.06963496,-0.5497601,-0.6417746,-0.22214597,0.18133573,-0.0733265,-0.37058634,-0.025265137,0.41476408,0.12980744,0.039284237,0.050934978,-0.50603324,-0.006199995,0.1702663,0.025635906,0.16874647,-0.019303538,0.035960093,0.38932604,-0.49398023,0.035309315,-0.017779797,0.09278296,-0.23195526,0.041899785,0.018038929,-0.20718795,-0.05007127,-0.1023249,-0.021709047,0.19931094,0.2746533,0.1959838,-0.27902848,0.80358624,0.1439042,-0.17091641,-0.23329528,0.36694473,-0.14430763,0.2554418,-0.075851604,-0.096772335,-0.078609504,-0.24666928,-0.24205753,0.033064954,0.2214778,-0.083927736,0.22590302,-0.07553533,-0.40590936,0.55592114,0.5041946,0.06574322,0.17577018,-0.27517813,0.10286465,-0.18624859,-0.10112526,-0.14164294,-0.036648024,-0.35312402,0.17290226,0.209164,0.073011644,-0.01091236,-0.024874974,-0.090277344,-0.108514585,0.223672,0.15070263,-0.381391,-0.031182364
Clostridium_fimetarium,-0.41768694,-0.6881784,0.04942798,0.33783877,0.49672514,0.13404664,0.550251,-0.49336407,0.23663527,-0.54459256,0.6676899,0.2593168,-0.19067037,-0.24194686,-0.40264127,0.05106044,0.1878694,0.94970804,-0.17603332,0.412456,-0.37863123,0.3360059,0.01998344,-0.24080469,-0.7854792,-0.25363767,0.874277,0.52774686,0.94848156,-0.33996966,-0.6374171,-0.4465198,-0.9421238,0.42899665,0.028385013,-0.6184127,0.54942346,0.1950838,-0.57574034,-0.7447227,-0.10299952,0.38328493,1.062617,-0.8092577,-0.036075093,-0.5693654,-1.0840977,-0.09050762,0.001092732,0.026046006,-0.5414281,0.20809788,0.14943823,0.09978753,0.5357239,0.64657414,-0.4621255,-0.8925719,0.036608245,-0.15567973,-0.29507637,-1.6510763,0.8521504,1.1025113,0.12581313,0.7772727,0.656615,0.275502,-0.43523604,1.0428121,0.1486961,-0.75316894,-0.18746334,-0.22391494,-0.3334945,0.020645738,-0.7206332,-0.43920493,1.2356664,0.27348936,0.78932554,-0.34527546,0.16311118,-0.16838938,-0.5753161,-0.15424281,-0.3555379,0.75116765,-1.079592,0.300401,0.40766108,0.45452052,1.442156,0.07867767,-0.4544161,0.08286194,0.74144495,-0.75081384,-0.416113,-0.044476487
Clostridium_fusiformis,0.6449788,0.2338365,0.3368611,1.1081057,-0.41038793,-0.14800489,-0.6789595,-0.61477745,-0.82282925,-0.35856837,-0.52136713,-0.38659996,-0.65310156,0.74029416,-0.71387744,0.4395059,0.101017654,-0.14970861,-1.1053517,0.5178542,1.0034342,-0.18300134,0.37366167,0.1440387,-0.22119206,-1.3797427,-0.00878042,-0.48385346,-0.27018893,0.950045,-0.18347079,0.6823331,-0.73618746,-0.61519265,-0.11655515,0.027780533,-0.23145366,0.07897352,-0.08198112,0.28238437,0.39120197,-0.5859083,-0.26988786,-0.26338246,-0.99583125,-0.5310047,-0.47129723,0.051552027,0.44836515,0.3907308,-0.26869887,0.84781826,-0.09646271,0.04621178,-0.08697592,-0.23424652,-0.21694727,-0.4352734,0.14172652,0.4849524,-0.49401847,0.25038964,-1.0157262,0.41974524,-1.1024717,0.8766949,-0.070209414,0.6284822,0.7981311,-1.2449073,0.8293551,-0.08207,0.33194017,0.071237296,-0.024252146,-0.08923175,0.14914997,0.6733854,-0.597767,0.25889093,0.39235115,0.26614833,-0.5615419,-0.17144835,-0.65795285,0.63851,-0.23958081,0.010733068,-0.42831534,0.342822,0.8458889,-0.28469628,0.61309355,-0.8075005,-0.023651347,0.5597092,-0.0059123486,-0.21291167,0.4244594,-0.027084976
Clostridium_glycolicum,-0.51613295,-0.48340106,0.15261924,-0.65980804,0.13280976,0.31940076,-1.37998,-0.3224515,-0.9699412,0.066856876,0.6548679,-0.043482214,-0.53786373,-0.28581125,1.4391644,-0.28028387,0.2255796,-0.4028548,-0.2018886,-0.2767924,0.41567594,0.14528862,-0.7987759,0.4199724,-0.5561396,1.1104145,0.32184204,-0.6889332,0.037861466,-1.09421,-0.26672658,-0.6248471,-0.20728523,0.20552838,0.40646166,0.010082997,-0.104197,0.13953876,0.2082451,-0.6019395,0.5592459,-0.9507801,0.4086669,-0.6461197,0.27167726,-0.7528769,0.918143,0.90323544,0.52536494,-0.43273276,-0.5643717,0.25601482,-0.4906356,-0.004832208,1.156584,-0.11805987,0.92394686,-0.50727683,-0.21333423,-0.0006112084,-0.42889124,0.3260303,0.01045458,0.50144106,0.55372846,-0.058014125,-0.27354202,1.026893,0.10565743,-0.961788,-0.74437433,0.5352308,-0.31764084,0.2296698,-0.52783346,-0.057301767,0.0026751757,-0.27941453,1.1953104,1.1858599,-0.58854705,0.08969405,-0.797293,0.6167733,-0.0082398625,-0.4620193,0.51258236,-0.37321556,0.17588341,-0.7507313,0.5765869,1.1834087,0.24160947,-0.5662697,1.1350411,0.6704279,-0.09309554,1.2358975,-0.9117453,-0.019414127
Clostridium_glycyrrhizinilyticum,-1.2643435,0.47941196,-0.9947666,0.6066029,-0.070491776,-0.14443237,0.886267,-0.104503796,0.08432746,0.30769265,-0.93305063,-0.97308904,0.046185605,0.93223304,0.58761203,-0.3232207,0.27175522,-0.2420128,0.63323003,-0.73504925,0.22444764,-0.98893714,0.11930172,-0.6184009,-0.37909704,0.75352305,0.029690064,0.8623316,0.7482512,-0.050351024,0.091343224,-0.022989511,0.514297,0.10158832,0.92608994,-0.22137131,-0.2466869,0.8650489,1.0032058,-0.9270262,0.17766431,-0.26031345,-0.14205688,0.0077292807,-0.52930844,-1.752241,-0.6897538,-0.064872146,-0.4079712,-0.64465123,-0.08442227,0.84097874,-0.4841078,0.22212346,-0.023065463,-0.31631684,-0.18971449,-0.71982366,-0.9679606,-0.24935721,0.7177292,-1.2381915,-0.87726045,1.1879561,0.1781325,-0.2737639,0.30079842,0.11211415,-0.64151293,-1.3181189,0.43333906,0.14305119,0.16768882,-0.74636006,0.50916195,0.39326942,0.31873333,-0.69887036,-0.31024837,1.078754,1.2605553,-0.42002535,0.14218354,0.7626742,-0.4834782,0.2409724,0.04441023,1.0067639,-0.7806283,0.034317344,-0.39045033,-0.12595358,-0.26428428,0.84368867,1.0275053,-0.12688929,0.063762486,-0.44534165,-0.019700617,1.0409347
Clostridium_hathewayi,0.26277265,-0.17718996,0.14541426,-0.21109495,0.14778022,0.13099411,-0.0220335,-0.31565905,0.16710751,-0.35194588,-0.19799465,-0.3717198,-0.013283059,-0.3841883,-0.21251947,-2.2947788e-06,0.08493166,0.09252207,-0.05235513,0.034725625,0.19594935,0.24836516,-0.19096813,0.60787463,-0.10294424,0.343346,0.028224193,0.16285604,0.2931537,-0.1385471,0.12105103,0.12497177,0.23776998,-0.18572524,0.12865946,0.062062807,-0.002889976,-0.01190416,-0.061475325,0.13835673,0.06174223,-0.042402245,0.09566926,0.1196517,-0.041173343,-0.03764756,0.022875424,0.2000498,0.37244704,0.25392163,-0.06025195,0.06718461,-0.34116164,0.09651269,0.1496757,0.17925274,0.28383365,0.123463064,-0.03176055,-0.14489171,0.040134784,-0.12894389,-0.21416174,-0.014390036,-0.46702603,0.010535077,0.3956051,-0.1597427,-0.09752593,-0.13633467,0.120352134,0.1011481,0.2468731,0.13148265,0.20527159,-0.27862334,-0.065015435,-0.041793205,0.048137575,-0.17402712,0.005922638,0.013672188,-0.41576654,0.10893352,0.0306612,0.26315206,-0.18110302,0.05888863,-0.23854846,0.2234258,-0.15886389,-0.19499429,-0.41762608,0.1640801,-0.33733898,-0.16500032,-0.40309364,0.1039843,-0.22189105,0.11728999
Clostridium_hylemonae,0.67020404,0.024069026,0.5816983,-0.08819151,-0.7187827,0.5850063,0.05837515,-0.23256354,-0.33375415,-0.40273303,-0.30978566,-0.15937649,0.14834777,0.7103198,-0.5550609,-0.149797,-0.39791995,-0.0048975497,0.47200274,-0.17553553,-0.0021350086,-0.03575176,-0.31457618,-0.048299637,0.2092764,0.4005551,0.6316525,0.29886964,0.09639342,-0.24337113,0.17788574,-0.1649911,0.3193344,0.22288305,0.17100659,0.07749185,-0.044373766,-0.36820167,-0.37193152,-1.0426258,-0.03181449,-0.4164557,-0.17077504,-0.23466334,-0.3923434,-0.18018599,-0.64725417,0.041738912,0.10783432,0.5090533,-0.07059763,0.15662338,-0.2591349,0.8390645,-0.45351356,-0.021320246,0.5714649,0.08672651,-0.4765547,0.74736935,0.17555791,-0.3117899,0.2237286,0.40366587,-0.06633562,0.34604222,-0.31176704,0.13903578,-0.21432646,-0.17325547,0.43961275,-0.10195246,0.35649365,-0.18582754,-0.058523916,0.31682053,-0.3383611,-0.009885982,0.33919346,0.035357162,-0.20661077,0.6082195,-0.48109016,0.47930822,0.30047792,0.32739896,0.14390156,0.7379269,-0.35497078,-0.4186002,-0.6881918,-0.13324113,0.42922243,0.0671688,-0.7471555,-0.6596436,-0.30754927,0.022400405,0.03021237,0.0031585544
